1,1,5,0,1382,4,15,2,181,1,2,0,2,2,3,0,0,1,1,0,3,1,0,0,0,0,3,0,0,1,5,1,3,0,0,2,0,1,0,0
2,0,44,1,102,8,2,2,4,1,1,0,4,2,14,0,0,1,3,0,1,1,0,0,0,0,1,0,0,2,0,1,2,0,0,2,0,1,0,0
2,0,1,14,767,89,4,2,245,1,3,3,45,0,8,4,1,1,1,0,1,1,1,0,4,0,2,0,4,6,0,0,0,5,1,2,1,0,0,0
0,893,0,0,4392,0,0,0,0,0,0,0,0,2,15,0,0,1,3,0,1,1,0,5,0,6,2,0,0,7,0,0,0,0,0,2,7,0,0,0
3,-1,0,0,2,0,3,0,0,1,1,0,0,4,0,0,4,1,4,0,1,1,0,0,0,0,3,0,0,7,0,0,0,0,0,1,5,0,0,0
0,-1,0,0,12824,0,0,0,6,0,0,0,0,1,0,0,0,3,5,0,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,4,0,0,0,0
0,1,2,0,3168,0,0,1,2,0,0,0,0,0,0,0,0,3,3,0,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0
1,4,2,0,0,0,1,0,0,1,1,0,0,2,15,0,0,0,4,0,3,1,0,0,0,2,2,0,0,1,0,0,0,0,0,1,7,0,0,1
0,44,4,8,19010,249,28,31,141,0,1,0,8,1,4,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
0,35,0,1,33737,21,1,2,3,0,1,0,1,1,0,0,0,1,0,0,1,1,0,5,0,6,2,0,0,3,0,0,0,0,0,1,0,0,0,0
0,2,632,0,56770,0,0,5,65,0,0,0,2,1,0,0,0,1,1,0,1,2,1,0,0,0,1,0,0,5,0,1,2,0,0,2,0,3,0,0
0,6,6,6,421,109,1,7,107,0,1,0,6,1,0,0,0,2,0,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0
0,-1,0,0,1465,0,17,0,4,0,4,0,0,0,1,0,0,1,3,0,3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,5,0,0,1
0,2,11,5,10262,34,2,4,5,0,1,0,5,5,6,0,0,1,0,0,0,1,0,3,0,4,3,0,0,2,3,0,1,0,0,1,0,6,0,1
0,51,84,4,3633,26,1,4,8,0,1,0,4,3,3,0,0,5,4,0,1,1,0,0,0,0,3,0,0,4,0,1,3,0,0,8,0,1,0,0
0,2,1,18,20255,0,0,1,1306,0,0,0,20,1,0,0,0,2,1,0,8,1,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0
1,987,0,2,105,2,1,2,2,1,1,0,2,2,10,0,0,3,1,0,1,1,1,0,0,0,2,0,0,3,0,1,3,0,0,1,0,2,0,1
0,1,0,0,16597,557,3,5,123,0,1,0,1,4,0,3,2,2,2,0,1,1,0,0,3,0,1,0,3,1,0,0,0,3,1,1,2,0,0,0
0,24,4,2,2056,12,6,10,83,0,1,0,2,1,14,0,0,4,2,0,4,1,0,0,0,0,3,0,0,1,0,1,3,0,0,1,0,3,0,0
7,102,0,3,780,15,7,15,15,1,1,0,3,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,47,0,0,6399,38,19,10,143,0,10,0,6,0,1,0,0,1,1,0,2,1,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,80,0,1848,287,1,4,46,0,1,0,4,1,2,0,0,1,1,0,1,1,1,0,0,0,2,2,0,3,1,0,1,0,0,1,0,1,0,0
0,0,14,6,7132,171,2,2,6,0,1,0,6,1,1,0,0,1,2,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,3,0,0,0
0,9,9,17,11774,0,0,23,128,0,0,0,17,1,9,0,0,1,1,0,1,1,0,0,0,0,2,0,0,7,0,0,0,0,0,7,0,0,0,0
0,1,2,0,6190,84,1,27,71,0,1,0,0,3,0,1,1,1,1,0,1,1,0,0,1,0,2,0,1,3,0,0,0,1,2,2,1,0,0,0
0,4,16,0,5925,2,2,0,0,0,1,0,0,3,2,0,0,1,0,0,1,1,0,0,0,0,5,0,0,2,1,0,1,0,0,1,4,1,1,0
0,1,20,16,1548,93,42,32,912,0,15,1,16,4,13,0,0,1,1,1,3,1,0,1,0,1,2,0,0,8,11,1,1,0,0,1,0,9,0,1
0,20,2,2,7188,170,2,3,24,0,2,0,2,2,1,0,0,2,1,0,1,1,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,1
0,78,2,15,4311,85,4,18,230,0,3,0,15,2,0,0,0,2,5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3,0,4,13,224,28,3,35,27,1,1,0,13,1,0,0,0,1,4,0,1,1,0,5,0,6,5,0,0,1,0,0,0,0,0,2,0,0,0,1
0,277,0,3,7318,24,6,3,98,0,1,0,3,4,0,0,0,2,3,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1
0,-1,0,0,4956,0,0,37,97,0,0,0,0,5,5,1,1,1,3,0,1,1,1,0,1,0,4,1,1,5,2,0,0,1,0,6,1,0,0,0
1,0,1,0,1427,3,16,11,50,0,2,1,0,1,17,0,0,2,1,1,1,1,0,1,0,1,2,0,0,4,0,0,0,0,0,1,0,0,0,0
4,0,55,8,859,13,4,12,13,1,1,0,8,1,16,0,0,1,0,0,1,1,1,0,0,0,6,0,0,5,13,1,1,0,0,1,0,1,0,0
1,259,1,1,5,1,6,1,1,1,3,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,127,1,3,1683,19,26,17,475,0,9,0,3,1,21,0,0,2,2,0,1,1,0,0,0,0,2,0,0,6,0,0,1,0,1,7,4,4,1,1
0,1,0,0,23255,0,0,1,73,0,0,0,0,0,4,2,2,1,1,0,3,1,1,0,2,0,1,4,2,5,4,0,0,2,0,1,2,0,0,0
6,-1,0,0,915,40,26,33,72,1,3,0,0,0,7,0,0,1,2,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,2,5,0,2,0,0
0,0,3,12,7308,97,2,21,90,0,1,0,12,2,0,0,0,2,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0
8,0,15,20,115,24,8,23,24,2,2,0,20,3,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,6,0,1,3,0,0,1,0,4,0,0
0,38,2,4,3119,149,64,48,139,0,6,6,4,1,17,1,1,2,2,1,3,1,0,1,1,1,2,0,1,6,0,0,0,1,0,1,1,0,0,0
88,319,0,4,5,4,89,40,88,3,4,12,4,1,9,0,0,1,2,0,1,1,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,1
0,1,18,5,1683,80,38,5,95,0,5,0,5,1,2,5,3,1,0,0,1,1,0,0,5,0,3,0,5,4,12,3,1,4,0,1,3,1,3,0
0,27,0,0,112878,2106,0,2,95,0,0,0,0,3,1,0,0,1,1,0,2,2,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0
0,-1,0,0,4894,20,1,7,20,0,1,0,0,1,5,1,1,3,1,0,1,1,0,0,1,0,4,1,1,2,2,0,0,1,2,2,1,0,0,0
0,32,0,1,9375,0,0,37,18,0,0,0,1,1,4,6,2,1,1,0,2,1,1,0,6,0,1,4,6,4,4,0,0,6,0,1,2,0,0,0
0,6,6,15,20213,507,7,42,360,0,2,0,40,1,0,1,1,2,1,0,6,1,1,0,1,0,3,0,1,1,0,0,0,1,0,1,1,0,0,0
31,17,2,11,290,23,31,23,65,2,2,0,11,1,7,0,0,1,2,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,3,0,2,0,0
1,2382,13,4,40,4,69,3,609,1,11,0,4,1,1,0,0,1,3,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0
0,190,0,0,1624,6,29,6,74,0,9,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,19,8,9,1506,31,3,7,34,0,1,0,9,1,21,0,0,6,1,0,6,1,1,0,0,0,1,0,0,6,0,0,1,0,0,5,0,4,0,0
1,30,0,3,116,31,1,3,3,1,1,0,3,3,1,0,0,1,2,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,1,2,0,0,0,1
